左侧,右侧,支持度,置信度,提升度
['nlp'],['python'],0.0025048705816866127,0.2727272727272727,1.6552518427518426
['javascript'],['coronavirus tracking'],0.01697745616476482,0.2040133779264214,0.855332633476817
['nodejs'],['javascript'],0.01224603395491233,0.3548387096774194,4.263998273815946
['django'],['coronavirus tracking'],0.003339827442248817,0.2181818181818182,0.914734273894134
['coronavirus real time'],['coronavirus tracking'],0.05733370442527136,0.8477366255144032,3.5541630052196624
['coronavirus tracking'],['coronavirus real time'],0.05733370442527136,0.24037339556592766,3.5541630052196624
['api'],['coronavirus tracking'],0.015029223490119677,0.2755102040816327,1.155085371371419
['open data'],['covid19 data'],0.003896465349290287,0.45161290322580644,2.6557203949105115
['epidemiology'],['covid19 data'],0.003339827442248817,0.24,1.4113256955810147
['pandemic'],['epidemic'],0.004174784302811021,0.2112676056338028,25.302816901408452
['epidemic'],['pandemic'],0.004174784302811021,0.5,25.302816901408452
['epidemic'],['epidemiology'],0.002226551628165878,0.26666666666666666,19.162666666666667
['vue'],['vuejs'],0.003896465349290287,0.4117647058823529,36.98676470588235
['vuejs'],['vue'],0.003896465349290287,0.35,36.98676470588235
['flutter apps'],['flutter'],0.06707486779849708,0.9757085020242916,11.164715438768408
['flutter'],['flutter apps'],0.06707486779849708,0.7675159235668791,11.164715438768408
['visualization'],['python'],0.009741163373225717,0.35,2.124239864864865
['flutter apps'],['coronavirus tracking'],0.019760645699972167,0.2874493927125506,1.2051408028193633
['dart'],['flutter apps'],0.057055385471750625,0.8760683760683761,12.743780061593826
['flutter apps'],['dart'],0.057055385471750625,0.8299595141700404,12.743780061593826
['dart'],['coronavirus tracking'],0.01753409407180629,0.2692307692307693,1.1287586392603897
['dart'],['flutter'],0.06429167826328973,0.9871794871794872,11.295974195655726
['flutter'],['dart'],0.06429167826328973,0.7356687898089173,11.295974195655726
['flutter'],['coronavirus tracking'],0.02811021430559421,0.32165605095541405,1.348553315149128
['coronavirus info'],['coronavirus tracking'],0.03645978291121625,0.7359550561797752,3.0855151888610646
['coronavirus globaloutbreak'],['coronavirus tracking'],0.010297801280267187,0.880952380952381,3.6934211257431797
['coronavirus real time'],['coronavirus info'],0.025883662677428334,0.38271604938271603,7.725273963101678
['coronavirus info'],['coronavirus real time'],0.025883662677428334,0.5224719101123596,7.725273963101679
['coronavirus globaloutbreak'],['coronavirus real time'],0.006957973838018369,0.5952380952380952,8.80119537526945
['coronavirus globaloutbreak'],['coronavirus info'],0.007236292791539103,0.6190476190476191,12.495719636169074
['reactjs'],['react'],0.19983300862788755,0.8427230046948356,3.5085790913888117
['react'],['reactjs'],0.19983300862788755,0.831981460023175,3.5085790913888117
['typescript'],['reactjs'],0.003896465349290287,0.27450980392156865,1.1576452177114978
['typescript'],['react'],0.004453103256331756,0.3137254901960784,1.3061595437711586
['data visualization'],['python'],0.009741163373225717,0.29411764705882354,1.7850755166931638
['virus'],['pandemic'],0.002226551628165878,0.26666666666666666,13.494835680751175
['coronavirus analysis'],['coronavirus real time'],0.015029223490119677,0.4090909090909091,6.048821548821548
['coronavirus real time'],['coronavirus analysis'],0.015029223490119677,0.2222222222222222,6.048821548821549
['android'],['coronavirus tracking'],0.02393543000278319,0.41148325358851673,1.7251567446249014
['android'],['kotlin'],0.012524352908433064,0.21531100478468898,14.0656807307525
['kotlin'],['android'],0.012524352908433064,0.8181818181818182,14.0656807307525
['kotlin'],['coronavirus tracking'],0.005009741163373225,0.32727272727272727,1.3721014108412009
['javascript'],['react'],0.028945171166156414,0.34782608695652173,1.4481334072245453
['javascript'],['reactjs'],0.03172836070136376,0.3812709030100334,1.607871308116256
['artificial intelligence'],['deep learning'],0.006957973838018369,0.5555555555555556,12.475694444444445
['coronavirus analysis'],['coronavirus tracking'],0.024770386863345394,0.6742424242424243,2.8267829991867335
['deep learning'],['machine learning'],0.01697745616476482,0.38125000000000003,8.895008116883117
['machine learning'],['deep learning'],0.01697745616476482,0.3961038961038961,8.895008116883117
['computer vision'],['machine learning'],0.0030615084887280824,0.24444444444444446,5.703174603174604
['nlp'],['machine learning'],0.003339827442248817,0.36363636363636365,8.484061393152302
['deep learning'],['computer vision'],0.009741163373225717,0.21874999999999997,17.46597222222222
['computer vision'],['deep learning'],0.009741163373225717,0.7777777777777778,17.46597222222222
['express'],['nodejs'],0.006679654884497634,0.75,21.731854838709676
['telegram bot'],['coronavirus tracking'],0.003339827442248817,0.2608695652173913,1.0937040231342905
['dataset'],['covid19 data'],0.01224603395491233,0.46808510638297873,2.7525855764877947
['r'],['covid19 data'],0.00584469802393543,0.42,2.4698199672667758
['data'],['covid19 data'],0.005009741163373225,0.22499999999999998,1.3231178396072012
['twitter'],['python'],0.0052880601168939605,0.5,3.034628378378378
['pandas'],['python'],0.011132758140829391,0.888888888888889,5.394894894894895
['matplotlib'],['python'],0.0064013359309769,0.92,5.583716216216216
['pandas'],['matplotlib'],0.0030615084887280824,0.24444444444444446,35.13155555555556
['matplotlib'],['pandas'],0.0030615084887280824,0.44,35.13155555555556
['coronavirus dataset'],['covid api'],0.0036181463957695517,0.3714285714285714,6.541876750700279
['coronavirus analysis'],['coronavirus info'],0.01642081825772335,0.44696969696969696,9.022259107933266
['coronavirus info'],['coronavirus analysis'],0.01642081825772335,0.33146067415730335,9.022259107933266
['covid api'],['coronavirus info'],0.013915947676036738,0.2450980392156863,4.947400308437983
['coronavirus info'],['covid api'],0.013915947676036738,0.2808988764044944,4.947400308437983
['covid api'],['coronavirus tracking'],0.02866685221263568,0.5049019607843137,2.116817672226417
['covid api'],['coronavirus real time'],0.013637628722516002,0.24019607843137253,3.55154119260873
['coronavirus real time'],['covid api'],0.013637628722516002,0.2016460905349794,3.55154119260873
['coronavirus dataset'],['coronavirus analysis'],0.0036181463957695517,0.3714285714285714,10.11017316017316
['coronavirus dataset'],['coronavirus real time'],0.003896465349290287,0.4,5.91440329218107
['coronavirus dataset'],['coronavirus tracking'],0.0055663790704146955,0.5714285714285715,2.3957326221036843
['pandemic'],['coronavirus tracking'],0.004453103256331756,0.22535211267605634,0.9447959636465233
['coronavirus dataset'],['coronavirus info'],0.004453103256331756,0.45714285714285713,9.22760834670947
['coronavirus analysis'],['covid api'],0.009184525466184246,0.25,4.403186274509804
['django'],['python'],0.010854439187308655,0.7090909090909091,4.303654791154791
['python'],['covid19 data'],0.03339827442248817,0.20270270270270266,1.191998053700181
['heroku'],['api'],0.0030615084887280824,0.42307692307692313,7.755690737833596
['rest api'],['api'],0.004453103256331756,0.380952380952381,6.983479105928087
['heroku'],['python'],0.003339827442248817,0.46153846153846156,2.8011954261954264
['webapp'],['coronavirus tracking'],0.003896465349290287,0.34146341463414637,1.4315963229643967
['webapp'],['python'],0.003339827442248817,0.2926829268292683,1.77636783124588
['plotly'],['dashboard'],0.0030615084887280824,0.29729729729729726,10.173230373230371
['json'],['javascript'],0.0030615084887280824,0.28205128205128205,3.3893319612383155
['data visualization'],['covid19 data'],0.009184525466184246,0.2773109243697479,1.6307334717847861
['data science'],['data visualization'],0.0055663790704146955,0.2702702702702703,8.16034521916875
['data visualization'],['data analysis'],0.007792930698580574,0.23529411764705885,12.618086040386304
['data analysis'],['data visualization'],0.007792930698580574,0.417910447761194,12.618086040386304
['java'],['android'],0.009184525466184246,0.4459459459459459,7.6664295874822175
['java'],['coronavirus tracking'],0.006123016977456165,0.29729729729729726,1.2464284587971868
['computer vision'],['dataset'],0.0030615084887280824,0.24444444444444446,9.343498817966903
['material ui'],['reactjs'],0.013080990815474534,0.746031746031746,3.14611744541322
['epidemiology'],['python'],0.0036181463957695517,0.25999999999999995,1.5780067567567564
['docker'],['python'],0.00584469802393543,0.4666666666666667,2.8323198198198196
['data science'],['python'],0.008627887559142778,0.4189189189189189,2.5425264791818845
['firebase'],['reactjs'],0.0030615084887280824,0.20754716981132076,0.8752546726902295
['bot'],['python'],0.007792930698580574,0.5283018867924528,3.2063997960224375
['statistics'],['python'],0.002226551628165878,0.20512820512820512,1.2449757449757448
['covid 19 italy'],['covid19 data'],0.007236292791539103,0.5416666666666666,3.1852836879432624
['react hooks'],['react'],0.005009741163373225,0.6428571428571428,2.6764608508525076
['dashboard'],['coronavirus tracking'],0.006679654884497634,0.22857142857142856,0.9582930488414736
['covid19 data'],['coronavirus tracking'],0.06957973838018369,0.40916530278232405,1.7154386614899537
['coronavirus tracking'],['covid19 data'],0.06957973838018369,0.29171528588098017,1.7154386614899537
['data visualization'],['coronavirus tracking'],0.006679654884497634,0.20168067226890757,0.8455526901542414
['coronavirus info'],['covid19 data'],0.021152240467575842,0.42696629213483145,2.5107854134868237
['coronavirus real time'],['covid19 data'],0.023100473142220985,0.3415637860082304,2.0085739494722943
['covid api'],['api'],0.015585861397161147,0.27450980392156865,5.032212885154062
['api'],['covid api'],0.015585861397161147,0.28571428571428575,5.032212885154062
['api'],['covid19 data'],0.013915947676036738,0.25510204081632654,1.500133604996827
['covid api'],['covid19 data'],0.03172836070136376,0.5588235294117647,3.286175026475402
['coronavirus analysis'],['covid19 data'],0.016142499304202616,0.4393939393939394,2.5838664881218074
['bootstrap'],['api'],0.0036181463957695517,0.30952380952380953,5.67407677356657
['pandemic'],['python'],0.004174784302811021,0.2112676056338028,1.2822373429767795
['dashboard'],['python'],0.006957973838018369,0.23809523809523808,1.4450611325611324
['dashboard'],['covid19 data'],0.0064013359309769,0.21904761904761905,1.2881147221572753
['data science'],['covid19 data'],0.004731422209852491,0.22972972972972971,1.350931127526872
['plotly'],['python'],0.0064013359309769,0.6216216216216216,3.7727812271731187
['machine learning'],['python'],0.015029223490119677,0.35064935064935066,2.1281809406809407
['deep learning'],['python'],0.011411077094350125,0.25625,1.5552470439189188
['app'],['android'],0.0027831895352073478,0.3030303030303031,5.209511381760186
['android'],['android app'],0.01642081825772335,0.2822966507177033,11.396537820547282
['android app'],['android'],0.01642081825772335,0.6629213483146067,11.39653782054728
['coronavirus globaloutbreak'],['covid19 data'],0.0055663790704146955,0.4761904761904762,2.800249395994077
['coronavirus globaloutbreak'],['covid api'],0.0036181463957695517,0.30952380952380953,5.451563958916901
['coronavirus analysis'],['coronavirus globaloutbreak'],0.008349568605622042,0.22727272727272727,19.442640692640694
['coronavirus globaloutbreak'],['coronavirus analysis'],0.008349568605622042,0.7142857142857142,19.44264069264069
['jupyter notebook'],['python'],0.016142499304202616,0.725,4.400211148648649
['spring boot'],['java'],0.003896465349290287,0.5384615384615385,26.14449064449065
['json'],['covid19 data'],0.003339827442248817,0.3076923076923077,1.8093919174115574
['heroku'],['flask'],0.0027831895352073478,0.38461538461538464,16.06887298747764
['flask'],['python'],0.017255775118285556,0.7209302325581395,4.375510685103708
['beautifulsoup4'],['python'],0.006123016977456165,0.88,5.340945945945946
['swift'],['coronavirus tracking'],0.002226551628165878,0.27586206896551724,1.1565605761879854
['json'],['data'],0.002226551628165878,0.20512820512820512,9.212820512820512
['artificial intelligence'],['machine learning'],0.004731422209852491,0.3777777777777778,8.813997113997114
['data analysis'],['coronavirus tracking'],0.003896465349290287,0.208955223880597,0.8760514812170187
['covid19 dataset'],['covid19 data'],0.0055663790704146955,0.8,4.704418985270049
['pytorch'],['python'],0.0025048705816866127,0.40909090909090906,2.482877764127764
['bootstrap'],['javascript'],0.004453103256331756,0.380952380952381,4.577799012581622
['retrofit2'],['kotlin'],0.0030615084887280824,0.47826086956521735,31.243478260869566
['kotlin'],['retrofit2'],0.0030615084887280824,0.2,31.243478260869566
['retrofit2'],['android'],0.0036181463957695517,0.5652173913043478,9.716871229457041
['material ui'],['react'],0.009462844419704982,0.5396825396825397,2.246905405653957
['retrofit2'],['coronavirus tracking'],0.0036181463957695517,0.5652173913043478,2.369692050124296
['retrofit2'],['java'],0.002226551628165878,0.34782608695652173,16.88836662749706
['ios'],['swift'],0.00584469802393543,0.34426229508196715,42.65291124929338
['swift'],['ios'],0.00584469802393543,0.7241379310344828,42.65291124929338
['ios'],['coronavirus tracking'],0.004453103256331756,0.2622950819672131,1.099680547850871
['bot'],['telegram bot'],0.004453103256331756,0.3018867924528302,23.5799835931091
['telegram bot'],['bot'],0.004453103256331756,0.34782608695652173,23.579983593109105
['italy'],['covid 19 italy'],0.002226551628165878,0.32,23.953333333333333
['coronavirus dataset'],['covid19 data'],0.006123016977456165,0.6285714285714286,3.6963292027121812
['virus'],['coronavirus tracking'],0.002226551628165878,0.26666666666666666,1.118008556981719
['italy'],['covid19 data'],0.0027831895352073478,0.4,2.3522094926350245
['covid 19 india'],['coronavirus real time'],0.018925688839409965,0.21451104100946372,3.1717620178889017
['coronavirus real time'],['covid 19 india'],0.018925688839409965,0.27983539094650206,3.1717620178889017
['covid 19 india'],['coronavirus tracking'],0.04981909268021152,0.5646687697160883,2.3673919365109746
['coronavirus tracking'],['covid 19 india'],0.04981909268021152,0.2088681446907818,2.3673919365109746
['telegram bot'],['python'],0.004453103256331756,0.34782608695652173,2.1110458284371325
['india'],['covid19 data'],0.015585861397161147,0.2901554404145078,1.7062659532067537
['covid 19 india'],['covid19 data'],0.02978012802671862,0.3375394321766561,1.9849086412614163
['covid 19 india'],['india'],0.04425271360979683,0.501577287066246,9.337653846782498
['india'],['covid 19 india'],0.04425271360979683,0.8238341968911918,9.337653846782498
['india'],['coronavirus tracking'],0.030615084887280822,0.5699481865284974,2.3895260609065243
['brazil'],['coronavirus tracking'],0.0027831895352073478,0.33333333333333337,1.397510696227149
['android app'],['coronavirus tracking'],0.010297801280267187,0.4157303370786517,1.7429627784406017
['android app'],['covid 19 india'],0.0055663790704146955,0.22471910112359553,2.547052777088576
['html5'],['javascript'],0.0055663790704146955,0.6666666666666667,8.011148272017838
['time series'],['covid19 data'],0.0025048705816866127,0.2727272727272727,1.6037791995238804
['ios'],['android'],0.009741163373225717,0.5737704918032787,9.863910894972154
['health'],['coronavirus tracking'],0.0025048705816866127,0.2195121951219512,0.9203119219056833
['time series'],['dataset'],0.0025048705816866127,0.2727272727272727,10.424564796905221
['json'],['api'],0.0025048705816866127,0.23076923076923075,4.230376766091052
['csv'],['dataset'],0.002226551628165878,0.3333333333333333,12.741134751773048
['csv'],['data'],0.002226551628165878,0.3333333333333333,14.970833333333331
['java'],['android app'],0.005009741163373225,0.2432432432432432,9.819921044640145
['android app'],['java'],0.005009741163373225,0.20224719101123595,9.819921044640145
['react hooks'],['reactjs'],0.004174784302811021,0.5357142857142856,2.259180080482897
['covid 19 brazil'],['covid19 data'],0.0025048705816866127,0.40909090909090906,2.4056687992858206
['tracker'],['reactjs'],0.0030615084887280824,0.21568627450980393,0.9095783853447482
['cli'],['coronavirus tracking'],0.003339827442248817,0.5454545454545454,2.2868356847353346
['android app'],['kotlin'],0.00584469802393543,0.23595505617977527,15.414300306435138
['kotlin'],['android app'],0.00584469802393543,0.38181818181818183,15.41430030643514
['data analysis'],['python'],0.006679654884497634,0.3582089552238806,2.1740621218233156
['pandas'],['covid19 data'],0.0027831895352073478,0.22222222222222224,1.3067830514639027
['india'],['coronavirus real time'],0.013080990815474534,0.24352331606217617,3.6007377556024647
['react native'],['android'],0.004453103256331756,0.25,4.297846889952153
['html'],['javascript'],0.008071249652101308,0.5918367346938775,7.111937751689304
['firebase'],['react'],0.004174784302811021,0.28301886792452824,1.1783160978595943
['chartjs'],['material ui'],0.0052880601168939605,0.37254901960784315,21.247121070650483
['material ui'],['chartjs'],0.0052880601168939605,0.30158730158730157,21.247121070650483
['chartjs'],['reactjs'],0.0075146117450598385,0.5294117647058824,2.2326014913007457
['chartjs'],['javascript'],0.004453103256331756,0.3137254901960784,3.7699521280083936
['material ui'],['javascript'],0.004731422209852491,0.2698412698412698,3.2426076339119816
['express'],['api'],0.0027831895352073478,0.3125,5.728635204081633
['react native'],['react'],0.006957973838018369,0.390625,1.6263216975666281
['css'],['javascript'],0.009741163373225717,0.6481481481481481,7.7886163755728965
['css'],['html'],0.010576120233787921,0.7037037037037037,51.600151171579746
['html'],['css'],0.010576120233787921,0.7755102040816327,51.600151171579746
['html5'],['css'],0.0030615084887280824,0.3666666666666667,24.396913580246917
['css'],['html5'],0.0030615084887280824,0.20370370370370372,24.396913580246917
['tensorflow'],['python'],0.004731422209852491,0.3777777777777778,2.2928303303303306
['convolutional neural networks'],['python'],0.003896465349290287,0.37837837837837834,2.2964755295836374
['convolutional neural networks'],['keras'],0.002226551628165878,0.2162162162162162,24.277027027027025
['keras'],['convolutional neural networks'],0.002226551628165878,0.25,24.277027027027025
['convolutional neural networks'],['deep learning'],0.008071249652101308,0.7837837837837837,17.60084459459459
['tensorflow'],['deep learning'],0.006957973838018369,0.5555555555555556,12.475694444444445
['keras'],['deep learning'],0.006679654884497634,0.75,16.842187499999998
['keras'],['python'],0.003896465349290287,0.4375,2.655299831081081
['convolutional neural networks'],['tensorflow'],0.002226551628165878,0.2162162162162162,17.263663663663664
['keras'],['tensorflow'],0.0052880601168939605,0.59375,47.40763888888889
['tensorflow'],['keras'],0.0052880601168939605,0.4222222222222222,47.40763888888889
['keras'],['machine learning'],0.0025048705816866127,0.28125,6.561891233766234
['tensorflow'],['machine learning'],0.003339827442248817,0.26666666666666666,6.221645021645021
['chartjs'],['react'],0.0036181463957695517,0.2549019607843137,1.0612546293140663
['angular'],['coronavirus tracking'],0.0025048705816866127,0.25,1.0481330221703618
['computer vision'],['python'],0.003896465349290287,0.3111111111111111,1.8882132132132132
['express'],['javascript'],0.003339827442248817,0.375,4.506270903010034
['csv'],['covid19 data'],0.002226551628165878,0.3333333333333333,1.9601745771958536
['convolutional neural networks'],['machine learning'],0.003339827442248817,0.3243243243243243,7.566865566865566
['tracker'],['coronavirus tracking'],0.004174784302811021,0.2941176470588235,1.233097673141602
['html'],['python'],0.0027831895352073478,0.20408163265306126,1.2386238279095423
['simulation'],['python'],0.0030615084887280824,0.28205128205128205,1.7118416493416493
['axios'],['react'],0.002226551628165878,0.32,1.3322827346465818
['webapp'],['react'],0.0027831895352073478,0.24390243902439027,1.0154594014074556
['app'],['flutter'],0.0027831895352073478,0.3030303030303031,3.4674773209805068
['axios'],['reactjs'],0.002226551628165878,0.32,1.3494835680751174
['axios'],['material ui'],0.002226551628165878,0.32,18.25015873015873
['material ui'],['coronavirus tracking'],0.0036181463957695517,0.20634920634920634,0.8651256690929969
['social distancing'],['python'],0.0025048705816866127,0.2647058823529411,1.606567965023847
['convolutional neural networks'],['computer vision'],0.002226551628165878,0.2162162162162162,17.263663663663664
['mask'],['python'],0.002226551628165878,0.2962962962962963,1.798298298298298
['mask'],['deep learning'],0.004731422209852491,0.6296296296296297,14.13912037037037
